customerID,Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.PaperlessBilling,account.Charges.Monthly,account.Charges.Total,account.Cuentas_Diarias,internet.InternetService_Fiber optic,internet.InternetService_No,account.Contract_One year,account.Contract_Two year,account.PaymentMethod_Credit card (automatic),account.PaymentMethod_Electronic check,account.PaymentMethod_Mailed check,PaymentMethod,Contract
4548-SDBKE,1,Female,0,0,0,-1.1145631287986442,1,1,0,0,0,0,1,0,1,0.6792863631489789,-0.7963061839529043,0.6792863631489794,True,False,False,False,False,True,False,Electronic check,Month-to-month
4549-ZDQYY,0,Female,0,0,0,0.7992939660427822,1,0,1,0,1,1,0,0,0,-0.22639300194155818,0.3364089004427376,-0.22639300194155773,False,False,True,False,True,False,False,Credit card (automatic),One year
4550-EVXNY,1,Female,0,0,1,-1.2774445836787656,1,0,0,0,0,0,0,0,1,0.16246749609731476,-0.9750514434293864,0.16246749609731495,True,False,False,False,False,True,False,Electronic check,Month-to-month
4550-VBOFE,1,Male,1,1,0,1.5322605130033284,1,1,0,1,1,0,1,1,1,1.2692242982079527,2.1272806628268186,1.2692242982079527,True,False,False,False,False,True,False,Electronic check,Month-to-month
4553-DVPZG,0,Female,0,1,0,1.2064976032430856,1,1,0,0,1,0,1,1,1,1.2160467942026365,1.713980504669177,1.2160467942026365,True,False,False,False,False,True,False,Electronic check,Month-to-month
4554-YGZIH,1,Male,1,1,0,0.6771328748826912,1,1,0,1,0,0,0,1,0,0.8404806721650927,1.0003891929568822,0.8404806721650928,True,False,False,False,True,False,False,Credit card (automatic),Month-to-month
4558-CGYCZ,0,Male,0,0,0,-1.1552834925186746,1,0,0,0,0,0,0,0,0,-1.4960059100684764,-0.9712352111833749,-1.496005910068476,False,True,False,False,False,False,True,Mailed check,Month-to-month
4558-FANTW,1,Female,0,1,1,-0.62591876415828,1,0,1,0,0,1,1,0,0,0.9003053641710731,-0.3111593874989645,0.9003053641710733,True,False,False,False,False,True,False,Electronic check,Month-to-month
4559-UWIHT,0,Male,0,1,0,-0.748079855318371,1,1,0,1,1,0,0,0,1,0.5945347161405068,-0.4829780751532062,0.5945347161405071,True,False,False,False,False,True,False,Electronic check,Month-to-month
4560-WQAQW,0,Female,0,0,0,1.0843365120829946,1,1,1,0,0,1,0,1,0,0.1308933530941583,0.7902537688210104,0.13089335309415853,False,False,True,False,False,False,False,Otro,One year
4565-EVZMJ,0,Female,0,0,0,0.5956921474426305,1,0,1,1,0,1,0,0,1,-0.19481885893840195,0.23528977549639749,-0.19481885893840156,False,False,True,False,False,False,True,Mailed check,One year
4565-NLZBV,0,Female,0,1,0,1.5729808767233588,1,1,0,0,0,0,0,0,1,-1.3331498040521963,-0.25129086544303797,-1.3331498040521956,False,True,False,True,False,False,False,Otro,Two year
4566-GOLUK,1,Male,0,1,1,0.5956921474426305,1,1,0,0,1,1,1,1,1,1.4154624342225712,1.2526134675285345,1.4154624342225715,True,False,False,False,False,False,False,Otro,Month-to-month
4566-NECEV,0,Male,0,0,0,-1.1145631287986442,1,1,0,1,1,0,0,1,0,1.0565142821866886,-0.7851442561119688,1.0565142821866889,True,False,False,False,False,True,False,Electronic check,Month-to-month
4566-QVRRW,1,Female,0,1,0,-0.8702409464784621,1,0,0,0,0,0,0,0,1,-0.6883725679877406,-0.7923796559772391,-0.6883725679877402,False,False,False,False,False,True,False,Electronic check,Month-to-month
4567-AKPIA,0,Female,0,1,1,0.35136996512244845,1,1,0,1,1,1,1,1,1,1.4736253292283856,0.9593591815257757,1.4736253292283854,True,False,True,False,False,False,False,Otro,One year
4568-KNYWR,0,Male,0,0,0,0.7992939660427822,1,0,1,1,0,0,1,0,1,-0.0502425199239492,0.4688520126106752,-0.05024251992394884,False,False,False,True,True,False,False,Credit card (automatic),Two year
4568-TTZRT,0,Male,0,0,0,-0.9516816739185228,1,0,0,0,0,0,0,0,0,-1.4744025490663168,-0.9255727791068207,-1.4744025490663164,False,True,False,False,False,False,True,Mailed check,Month-to-month
4570-QHXHL,0,Female,0,0,0,-0.9516816739185228,1,0,0,0,0,0,0,0,1,-0.6983433499887373,-0.826791923629135,-0.6983433499887369,False,False,False,False,False,True,False,Electronic check,Month-to-month
4572-DVCGN,1,Female,0,0,0,-0.9109613101984924,1,0,0,0,0,0,0,1,1,0.5147684601325326,-0.632539084563369,0.5147684601325327,True,False,False,False,False,False,False,Otro,Month-to-month
4573-JKNAE,0,Male,0,0,1,-0.8295205827584317,1,0,0,0,0,0,0,0,0,-1.5093002860698053,-0.9121167000890922,-1.5093002860698048,False,True,False,True,False,False,False,Otro,Two year
4576-CSAJH,1,Male,0,0,0,-0.4223169455581282,1,0,0,1,0,1,0,0,1,-0.3194536339508612,-0.4794265526583631,-0.3194536339508608,False,False,True,False,True,False,False,Credit card (automatic),One year
4578-PHJYZ,0,Male,0,1,1,0.7992939660427822,1,0,0,1,1,1,1,0,1,0.13255515009432434,0.5307940943840879,0.13255515009432448,False,False,True,False,False,True,False,Electronic check,One year
4580-TMHJU,1,Female,0,1,1,0.43281069256250915,1,0,0,0,0,0,1,0,0,-0.28621769394753876,0.09686863478123939,-0.28621769394753843,False,False,False,False,False,True,False,Electronic check,Month-to-month
4581-LNWUM,0,Female,0,0,0,-0.7888002190384014,0,0,0,0,1,0,1,1,0,-0.518869273970796,-0.7192756463628911,-0.5188692739707957,False,False,False,False,False,True,False,Electronic check,Month-to-month
4581-SSPWD,1,Female,0,0,0,-1.1960038562387048,1,1,0,0,0,0,0,0,1,0.36686852711774764,-0.8971164808562146,0.3668685271177477,True,False,False,False,False,True,False,Electronic check,Month-to-month
4583-PARNH,0,Male,1,1,0,-0.6666391278783103,1,0,0,0,1,1,0,1,1,0.8903345821700764,-0.32633607989928787,0.8903345821700768,True,False,False,False,False,True,False,Electronic check,Month-to-month
4584-LBNMK,0,Male,1,1,0,0.5142514200025698,1,1,0,0,0,0,0,0,0,-1.33148800705203,-0.4876766732364458,-1.3314880070520299,False,True,True,False,True,False,False,Credit card (automatic),One year
4585-HETAI,1,Female,0,1,1,-1.1552834925186746,1,0,0,0,1,0,0,0,1,0.29873485011093664,-0.8621968528479126,0.2987348501109371,True,False,False,False,False,True,False,Electronic check,Month-to-month
4587-NUKOX,1,Female,0,0,0,-1.1960038562387048,1,0,1,1,0,0,0,0,1,0.47654712912871167,-0.8970282442724917,0.47654712912871167,True,False,False,False,False,True,False,Electronic check,Month-to-month
4587-VVTOX,1,Female,0,1,0,-1.0738427650786138,1,1,0,1,1,0,1,1,1,1.3473287572157604,-0.7652469064824752,1.3473287572157604,True,False,False,False,False,True,False,Electronic check,Month-to-month
4588-YBNIB,1,Female,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,1,-1.5009913010689746,-0.9971326485060197,-1.5009913010689742,False,True,False,False,False,False,True,Mailed check,Month-to-month
4589-IUAJB,0,Male,0,1,0,1.5322605130033284,1,1,0,0,0,0,0,0,0,-1.3464441800535252,-0.24511430458244124,-1.3464441800535247,False,True,False,True,False,False,False,Otro,Two year
4592-IWTJI,1,Female,0,1,1,-1.1960038562387048,0,0,1,0,0,0,0,0,0,-1.1653083070354178,-0.9653233600739467,-1.1653083070354173,False,False,False,False,True,False,False,Credit card (automatic),Month-to-month
4597-ELFTS,1,Male,0,0,0,0.9621754209229036,1,1,0,0,0,0,0,0,0,-1.3248408190513656,-0.41724182027971274,-1.3248408190513652,False,True,True,False,False,True,False,Electronic check,One year
4597-NUCQV,1,Male,1,0,0,-0.3408762181180675,1,1,0,1,0,0,1,1,1,1.2127232002023045,0.07077266514521831,1.2127232002023045,True,False,False,False,False,True,False,Electronic check,Month-to-month
4598-XLKNJ,1,Female,1,1,0,-0.30015585439803716,1,0,0,1,1,0,1,1,1,1.1213243651931677,0.10357461514417286,1.1213243651931677,True,False,False,False,False,True,False,Electronic check,Month-to-month
4598-ZADCK,0,Female,0,0,0,0.8400143297628127,0,0,1,1,1,1,1,0,1,-0.3709693409560109,0.2644740255627167,-0.3709693409560107,False,False,True,False,False,True,False,Electronic check,One year
4603-JANFB,1,Male,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,1,0.16911468409797886,-0.9749632068456637,0.16911468409797914,True,False,False,False,False,True,False,Electronic check,Month-to-month
4607-CHPCA,1,Male,0,1,1,-0.30015585439803716,1,0,0,0,0,0,1,1,1,0.8521132511662559,-0.044618727218286455,0.8521132511662561,True,False,True,False,False,True,False,Electronic check,One year
4608-LCIMN,0,Male,0,1,1,-0.9924020376385531,1,0,0,0,0,0,0,0,0,-0.6684310039857471,-0.8429171593044785,-0.6684310039857467,False,False,False,False,False,False,False,Otro,Month-to-month
4609-KNNWG,0,Female,0,1,1,-0.21871512695797646,1,0,0,0,0,0,0,0,0,-1.491020519067978,-0.7630851101812663,-1.4910205190679775,False,True,False,True,False,False,True,Mailed check,Two year
4611-ANLQC,0,Female,0,1,0,1.125056875803025,0,0,1,1,1,0,0,1,0,-0.4889569279678058,0.27872423383395056,-0.4889569279678055,False,False,True,False,False,True,False,Electronic check,One year
4612-SSVHJ,0,Female,1,0,0,-0.5037576729981889,1,0,0,0,0,0,0,1,1,0.5546515881365197,-0.26829846695560966,0.5546515881365202,True,False,False,False,False,True,False,Electronic check,Month-to-month
4612-THJBS,1,Female,1,0,0,0.9621754209229036,1,1,0,1,1,0,1,1,1,1.329048990213933,1.4254248167496577,1.3290489902139333,True,False,True,False,False,False,False,Otro,One year
4614-NUVZD,1,Female,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,1,1,0.5430190091353566,-0.9699998990112556,0.5430190091353568,True,False,False,False,False,True,False,Electronic check,Month-to-month
4615-PIVVU,0,Female,0,0,0,0.3920903288424788,1,0,0,0,1,1,0,1,0,0.05777428508684881,0.2130982746901107,0.05777428508684921,False,False,False,True,True,False,False,Credit card (automatic),Two year
4616-EWBNJ,0,Female,0,0,0,-0.6666391278783103,1,0,0,0,0,0,0,0,0,-1.4843733310673135,-0.8652189558404189,-1.484373331067313,False,True,True,False,False,False,False,Otro,One year
4616-ULAOA,0,Female,0,1,1,1.3286586944031769,1,1,0,1,1,1,1,1,1,1.5301264272340338,2.1909874762746875,1.530126427234034,True,False,False,True,True,False,False,Credit card (automatic),Two year
4619-EVPHY,0,Female,1,1,0,-0.5037576729981889,1,0,0,0,0,0,1,1,1,0.8720548151682491,-0.18540019654802967,0.8720548151682492,True,False,True,False,False,False,False,Otro,One year
4622-YNKIJ,0,Male,0,0,0,0.025607055362205634,1,0,1,0,0,1,1,0,1,0.8039211381614382,0.3299676298309725,0.8039211381614386,True,False,False,True,False,True,False,Electronic check,Two year
4623-ZKHLY,0,Male,0,1,0,-0.4223169455581282,1,0,0,0,0,0,0,0,1,-1.4727407520661506,-0.7977400284384,-1.4727407520661502,False,True,False,False,False,False,False,Otro,Month-to-month
4625-EWPTF,1,Male,0,0,0,-0.9924020376385531,0,0,1,0,0,0,0,0,1,-1.140381352032926,-0.9058739617907036,-1.1403813520329256,False,False,False,False,False,True,False,Electronic check,Month-to-month
4625-LAMOB,0,Male,0,0,0,0.47353105628253944,1,0,0,0,0,0,0,0,0,-1.4744025490663168,-0.6062666417599024,-1.4744025490663164,False,True,False,True,True,False,False,Credit card (automatic),Two year
4625-XMOYM,0,Female,0,1,1,1.6137012404433893,1,1,0,0,0,0,0,0,1,-1.2799723000468803,-0.1286861323601936,-1.27997230004688,False,True,False,True,False,False,False,Otro,Two year
4626-GYCZP,1,Male,0,0,0,-1.0331224013585834,1,1,0,0,0,0,1,1,1,0.966777244177718,-0.7253639706397651,0.966777244177718,True,False,False,False,False,True,False,Electronic check,Month-to-month
4626-OZDTJ,0,Female,0,1,0,0.758573602322752,1,1,0,1,0,1,1,1,1,0.4615909561272169,0.7372677002954631,0.46159095612721734,False,False,True,False,True,False,False,Credit card (automatic),One year
4627-MIHJH,0,Female,1,0,0,1.4915401492832983,1,1,1,0,1,1,1,1,0,1.5118466602322065,2.2887756701854918,1.5118466602322065,True,False,False,True,True,False,False,Credit card (automatic),Two year
4628-CTTLA,1,Male,0,0,0,1.002895784642934,0,0,0,1,0,0,1,0,1,-0.8462432830035223,-0.07424416020321993,-0.8462432830035219,False,False,False,False,False,True,False,Electronic check,Month-to-month
4628-WQCQQ,1,Male,0,0,1,0.10704778280226633,1,0,0,0,1,0,1,0,1,0.677624566148813,0.3312691194408839,0.6776245661488131,True,False,True,False,False,True,False,Electronic check,One year
4629-NRXKX,1,Female,0,1,1,-1.2367242199587352,1,0,0,0,0,0,0,0,0,0.1873944510998066,-0.9408597672367975,0.1873944510998067,True,False,False,False,False,True,False,Electronic check,Month-to-month
4631-OACRM,1,Male,1,0,0,-0.7073594915983407,1,0,0,0,0,0,0,1,1,0.48651791112970877,-0.49572826150115223,0.4865179111297091,True,False,False,False,False,True,False,Electronic check,Month-to-month
4632-PAOYU,0,Male,0,1,1,-0.4223169455581282,1,0,0,0,0,0,0,0,0,-1.4893587220678117,-0.8145270384916645,-1.4893587220678113,False,True,True,False,False,False,True,Mailed check,One year
4632-XJMEX,0,Male,0,0,1,0.8400143297628127,1,0,1,1,0,1,0,0,0,-0.06353689592527814,0.5028451564898878,-0.06353689592527768,False,False,True,False,True,False,False,Credit card (automatic),One year
4633-MKHYU,0,Female,0,0,0,-0.9516816739185228,1,0,0,0,0,0,1,1,1,0.785641371159611,-0.6578629840918155,0.7856413711596111,True,False,False,False,False,False,True,Mailed check,Month-to-month
4634-JLRJT,0,Female,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,1,-1.4760643460664828,-0.9968017613170591,-1.4760643460664824,False,True,False,False,False,False,True,Mailed check,Month-to-month
4635-EJYPD,0,Male,0,1,1,-0.015113308357824713,1,0,0,0,0,0,0,0,0,-1.5225946620711341,-0.7349155808277592,-1.522594662071134,False,True,False,True,False,False,True,Mailed check,Two year
4636-JGAAI,0,Male,0,1,0,0.06632741908223598,1,1,0,1,0,0,0,1,0,0.8005975441611056,0.31787921786094747,0.8005975441611058,True,False,False,False,False,False,True,Mailed check,Month-to-month
4636-OLWOE,0,Male,0,0,1,0.880734693482843,1,0,0,1,1,1,0,0,1,-0.12502338493142473,0.44264574724500083,-0.12502338493142456,False,False,True,False,False,True,False,Electronic check,One year
4636-QRJKY,1,Female,0,1,1,-1.0738427650786138,1,1,0,0,0,1,0,0,1,0.5230774451333633,-0.7839310030857802,0.5230774451333633,True,False,False,False,False,True,False,Electronic check,Month-to-month
4636-TVXVG,0,Male,0,1,1,1.2064976032430856,1,0,0,0,0,0,0,0,0,-1.4893587220678117,-0.456595336620086,-1.4893587220678113,False,True,True,False,False,False,False,Otro,One year
4640-UHDOS,1,Female,0,1,1,-0.7888002190384014,1,0,0,0,0,0,0,1,0,-0.2928648819482031,-0.6817971574266277,-0.29286488194820287,False,False,False,False,False,True,False,Electronic check,Month-to-month
4641-FROLU,0,Female,0,1,1,-0.0965540357978854,1,0,0,0,0,0,0,0,0,-1.5109620830699715,-0.7397906520784444,-1.510962083069971,False,True,False,True,False,False,True,Mailed check,Two year
4644-OBGFZ,0,Male,0,1,1,0.9214550572028734,1,0,0,0,0,0,0,0,0,-1.504314895069307,-0.5529717451913252,-1.5043148950693066,False,True,True,False,False,False,True,Mailed check,One year
4644-PIZRT,0,Male,0,1,1,-0.62591876415828,1,1,1,0,1,0,1,0,1,0.1857326540996401,-0.4756323795582822,0.18573265409964032,False,False,True,False,False,False,False,Otro,One year
4646-QZXTF,0,Female,0,1,0,-1.0331224013585834,1,0,1,0,1,1,1,1,0,0.5480044001358552,-0.7498496226228448,0.5480044001358555,False,False,False,False,False,False,False,Otro,Month-to-month
4647-MUZON,0,Female,0,1,0,-0.5851984004382496,1,0,0,0,1,0,1,1,1,1.0365727181846955,-0.23569504927003132,1.0365727181846955,True,False,False,False,True,False,False,Credit card (automatic),Month-to-month
4647-XXZAM,0,Female,0,1,1,-1.0738427650786138,1,0,0,0,0,0,0,0,0,-0.640180454982923,-0.8799544653221281,-0.6401804549829226,False,False,False,False,False,False,True,Mailed check,Month-to-month
4648-YPBTM,0,Male,0,0,0,0.8400143297628127,1,1,0,1,1,1,0,1,1,0.30372024111143525,0.7405324538932071,0.30372024111143536,False,False,False,True,False,False,False,Otro,Two year
4652-NNHNY,1,Male,0,1,0,-0.6666391278783103,1,1,0,0,0,0,0,0,1,0.3020584441112687,-0.43921272962669244,0.302058444111269,True,False,False,False,False,False,False,Otro,Month-to-month
4652-ODEVH,0,Male,0,1,1,0.5142514200025698,1,1,0,0,0,0,0,0,0,-1.3397969920528607,-0.5256625225291155,-1.3397969920528603,False,True,False,True,False,False,True,Mailed check,Two year
4654-DLAMQ,0,Female,1,1,0,1.2879383306831464,1,0,1,1,1,0,0,1,0,1.071470455188184,1.831423397604237,1.0714704551881842,True,False,True,False,False,False,False,Otro,One year
4654-GGUII,0,Female,0,0,0,-0.5851984004382496,0,0,1,1,0,1,0,0,1,-0.8163309370005319,-0.6916796548035823,-0.8163309370005315,False,False,True,False,False,False,True,Mailed check,One year
4654-ULTTN,0,Male,0,1,0,1.5322605130033284,1,1,1,0,1,1,0,1,1,0.33363258711442517,1.3394603250577102,0.33363258711442534,False,False,False,True,True,False,False,Credit card (automatic),Two year
4656-CAURT,0,Male,0,0,0,1.4915401492832983,1,1,0,0,0,0,0,0,0,-1.3564149620545218,-0.24998937583312658,-1.3564149620545216,False,True,False,True,False,False,False,Otro,Two year
4657-FWVFY,0,Female,0,1,1,0.3106496014024181,1,1,0,1,1,0,1,0,1,1.0498670941860242,0.7216277658305951,1.0498670941860242,True,False,False,False,True,False,False,Credit card (automatic),Month-to-month
4658-HCOHW,1,Female,0,1,1,-0.46303730927815856,1,0,0,1,1,1,1,1,1,1.2642389072074542,-0.07481769799741808,1.2642389072074545,True,False,False,False,False,True,False,Electronic check,Month-to-month
4659-NZRUF,1,Female,0,0,0,-0.5444780367182193,1,1,1,1,0,0,0,1,1,1.0099839661820376,-0.21639329658066667,1.0099839661820378,True,False,False,False,False,True,False,Electronic check,Month-to-month
4660-IRIBM,0,Male,0,1,1,-0.5851984004382496,1,0,1,0,1,0,1,0,1,0.7690234011579498,-0.3437848643304735,0.7690234011579499,True,False,False,False,False,False,True,Mailed check,Month-to-month
4661-NJEUX,0,Male,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,1,-1.4860351280674797,-0.9969341161926433,-1.486035128067479,False,True,False,False,False,False,True,Mailed check,Month-to-month
4662-EKDPQ,1,Male,0,0,0,-1.2367242199587352,1,1,0,0,0,0,0,1,0,-0.09012564792793624,-0.9535878944388129,-0.09012564792793583,False,False,False,False,False,False,False,Otro,Month-to-month
4664-NJCMS,0,Female,0,1,0,0.025607055362205634,0,0,1,0,1,1,1,1,0,-0.1732154979362424,-0.1162227149093467,-0.17321549793624214,False,False,False,True,False,False,False,Otro,Two year
4667-OHGKG,1,Male,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,1,-1.5109620830699715,-0.9972650033816037,-1.510962083069971,False,True,False,False,False,False,True,Mailed check,Month-to-month
4667-QONEA,0,Female,1,1,1,1.125056875803025,1,0,1,1,1,1,0,1,1,0.33529438411459117,0.9602856656548654,0.3352943841145913,False,False,True,False,True,False,False,Credit card (automatic),One year
4670-TABXH,0,Male,0,1,0,1.6137012404433893,1,1,0,1,1,1,1,1,1,1.4952286902305454,2.4173143135236947,1.4952286902305454,True,False,False,True,True,False,False,Credit card (automatic),Two year
4671-LXRDQ,1,Male,0,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,1,-0.6567984249845842,-0.96322774121053,-0.6567984249845837,False,False,False,False,False,False,True,Mailed check,Month-to-month
4671-VJLCL,0,Female,0,0,0,1.247217966963116,1,1,1,1,1,1,1,0,1,0.5014740841312035,1.1390088659854167,0.5014740841312039,False,False,False,True,True,False,False,Credit card (automatic),Two year
4672-FOTSD,0,Male,0,0,0,-0.8295205827584317,1,1,1,1,0,1,0,0,1,0.08270124008934066,-0.6385832905483815,0.08270124008934097,False,False,False,False,False,True,False,Electronic check,Month-to-month
4673-KKSLS,0,Female,0,0,0,-0.055833672077855064,1,0,1,0,1,1,0,0,0,0.7590526191569525,0.1961127323234698,0.7590526191569529,True,False,False,False,False,True,False,Electronic check,Month-to-month
4674-HGNUA,0,Male,0,1,1,1.5729808767233588,1,1,1,1,1,1,1,1,0,0.8354952811645946,1.8430044492178557,0.835495281164595,False,False,False,True,True,False,False,Credit card (automatic),Two year
4676-MQUEA,0,Male,1,1,0,0.7178532386027215,1,1,1,1,1,0,1,0,1,1.2343265612044643,1.3172688242514234,1.2343265612044645,True,False,True,False,False,False,False,Otro,One year
4676-WLUHT,0,Male,0,0,0,0.880734693482843,0,0,1,1,0,0,0,1,0,-0.6169152969805971,0.06715496521258299,-0.6169152969805968,False,False,False,True,False,False,False,Otro,Two year
4678-DVQEO,1,Female,0,0,0,-1.2774445836787656,1,0,0,0,0,1,0,0,1,-0.4174996569606623,-0.9827500853592017,-0.4174996569606621,False,False,False,False,False,True,False,Electronic check,Month-to-month
4680-KUTAJ,0,Female,1,0,0,-0.8702409464784621,1,1,1,0,0,0,0,0,1,-0.304497460949366,-0.749540794579815,-0.30449746094936575,False,False,False,False,False,True,False,Electronic check,Month-to-month
4682-BLBUC,0,Male,0,1,0,0.47353105628253944,1,0,0,1,1,1,1,0,1,0.20567421810163386,0.42826318409818265,0.20567421810163425,False,False,True,False,False,True,False,Electronic check,One year
4683-WYDOU,0,Male,0,1,0,1.2064976032430856,1,1,0,0,1,1,1,1,1,1.423771419223402,2.043985327792486,1.423771419223402,True,False,False,True,False,False,False,Otro,Two year
4685-ERGHK,0,Male,0,0,0,1.002895784642934,1,1,0,0,0,0,1,0,1,0.7357874611546272,1.17333289705359,0.7357874611546276,True,False,True,False,False,True,False,Electronic check,One year
4685-TFLLS,0,Male,0,1,1,-0.5851984004382496,1,0,0,0,0,0,0,0,0,-1.4943441130683104,-0.8547629206692658,-1.4943441130683097,False,True,True,False,False,False,False,Otro,One year
4686-GEFRM,0,Male,0,1,0,1.5322605130033284,1,1,0,1,1,1,0,1,1,1.1279715531938321,2.02024968677105,1.1279715531938324,True,False,False,True,False,False,False,Otro,Two year
4686-UXDML,0,Female,0,0,0,-0.46303730927815856,1,1,0,1,0,0,1,1,1,1.1661928841976528,-0.12670080922643037,1.166192884197653,True,False,False,False,True,False,False,Credit card (automatic),Month-to-month
4690-LLKUA,1,Male,1,0,0,-0.62591876415828,1,0,0,0,0,0,0,0,1,-0.6551366279844181,-0.6658042766268684,-0.6551366279844179,False,False,False,False,False,True,False,Electronic check,Month-to-month
4690-PKDQG,0,Female,1,1,0,0.3920903288424788,1,1,0,1,1,0,1,0,1,1.0232783421833662,0.7283337461935285,1.0232783421833667,True,False,False,False,False,True,False,Electronic check,Month-to-month
4692-NNQRU,0,Female,0,1,0,-0.46303730927815856,1,0,0,0,1,1,0,0,0,0.47987072312904416,-0.23704065717180417,0.47987072312904444,True,False,True,False,False,True,False,Electronic check,One year
4693-VWVBO,0,Female,0,0,0,-1.1960038562387048,1,0,0,0,0,0,0,0,0,-1.502653098069141,-0.9788456165294672,-1.5026530980691402,False,True,False,False,False,True,False,Electronic check,Month-to-month
4694-PHWFW,0,Female,0,0,1,-0.9924020376385531,1,0,0,0,0,0,0,0,0,-1.4893587220678117,-0.9303816729197139,-1.4893587220678113,False,True,False,False,False,False,True,Mailed check,Month-to-month
4695-VADHF,1,Male,0,1,1,-0.5851984004382496,1,0,0,0,1,0,0,1,0,-0.24301097194321938,-0.568633738802124,-0.24301097194321913,False,False,False,False,False,True,False,Electronic check,Month-to-month
4695-WJZUE,1,Female,1,0,0,-1.2367242199587352,1,1,0,0,1,0,0,1,1,0.7906267621601091,-0.9266977955492867,0.7906267621601093,True,False,False,False,False,True,False,Electronic check,Month-to-month
4697-LUPSU,0,Male,0,1,1,-1.2367242199587352,1,0,0,0,0,0,0,0,0,-1.481049737066981,-0.9904487272890168,-1.4810497370669808,False,True,True,False,False,False,True,Mailed check,One year
4698-KVLLG,0,Female,1,0,0,0.758573602322752,1,0,0,0,0,0,0,0,0,-1.5009913010689746,-0.5787588867843163,-1.5009913010689742,False,True,False,True,True,False,False,Credit card (automatic),Two year
4700-UBQMV,0,Male,0,1,1,-0.46303730927815856,1,1,1,0,0,0,1,1,1,0.37019212111808014,-0.32205660558873156,0.3701921211180805,False,False,True,False,False,False,False,Otro,One year
4701-AHWMW,1,Male,0,1,0,0.9214550572028734,0,0,0,0,1,1,1,1,1,-0.3393951979528547,0.3081952527973692,-0.3393951979528545,False,False,False,False,False,False,False,Otro,Month-to-month
4701-LKOZD,0,Female,0,0,0,1.5322605130033284,1,1,1,1,1,1,1,1,0,0.830509890164096,1.8033200456885219,0.8305098901640963,False,False,False,True,True,False,False,Credit card (automatic),Two year
4701-MLJPN,1,Male,0,0,0,-0.055833672077855064,1,0,0,0,1,1,0,0,1,-0.3161300399505289,-0.24886435939066068,-0.3161300399505287,False,False,False,False,False,True,False,Electronic check,Month-to-month
4702-HDRKD,0,Male,0,0,0,1.4100994218432374,0,0,1,0,1,1,1,0,1,-0.5122220859701314,0.4595430530279188,-0.5122220859701311,False,False,True,False,False,False,False,Otro,One year
4702-IOQDC,1,Female,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,1,0.1774236690988095,-0.9748529111160101,0.17742366909880972,True,False,False,False,False,True,False,Electronic check,Month-to-month
4703-MQYKT,0,Male,0,0,0,-0.46303730927815856,1,0,0,0,0,0,0,0,0,-1.5009913010689746,-0.83354202228393,-1.5009913010689742,False,True,False,True,False,False,True,Mailed check,Two year
4704-ERYFC,1,Female,0,1,0,-0.4223169455581282,1,0,0,0,0,0,0,0,1,0.14917312009598557,-0.32018157818462184,0.14917312009598566,True,False,False,False,False,True,False,Electronic check,Month-to-month
4706-AXVKM,1,Female,1,0,0,-0.8702409464784621,1,1,0,0,0,0,0,1,1,0.6659919871476498,-0.6056931039657041,0.6659919871476501,True,False,False,False,True,False,False,Credit card (automatic),Month-to-month
4706-DGAHW,0,Male,1,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,-0.6501512369839195,-0.9858383657895,-0.6501512369839192,False,False,False,False,False,True,False,Electronic check,Month-to-month
4707-MAXGU,0,Male,0,1,0,1.6137012404433893,1,1,0,0,0,0,0,0,0,-1.2932666760482092,-0.1797971734816312,-1.2932666760482088,False,True,False,True,True,False,False,Credit card (automatic),Two year
4707-YNOQA,0,Female,0,1,1,0.06632741908223598,1,1,0,0,0,0,0,0,1,-1.3015756610490399,-0.6011489199039793,-1.3015756610490394,False,True,True,False,True,False,False,Credit card (automatic),One year
4709-LKHYG,0,Female,0,1,1,-0.13727439951791576,1,0,0,0,0,0,0,0,0,-1.4876969250676457,-0.7675189985133375,-1.4876969250676455,False,True,True,False,False,True,False,Electronic check,One year
4710-FDUIZ,1,Male,0,1,0,0.9621754209229036,1,1,0,1,0,0,1,1,0,1.1811490571991479,1.4712196037017962,1.181149057199148,True,False,True,False,True,False,False,Credit card (automatic),One year
4710-NKCAW,0,Male,0,1,1,-1.1145631287986442,1,1,1,1,0,1,0,0,0,-0.012021188920128179,-0.8659689668020626,-0.012021188920127792,False,False,False,False,True,False,False,Credit card (automatic),Month-to-month
4712-AUQZO,0,Male,0,0,0,-0.5851984004382496,0,0,1,0,1,0,0,0,0,-1.03568814102246,-0.7629748144516129,-1.0356881410224597,False,False,False,False,False,False,True,Mailed check,Month-to-month
